right_to_left:
59, 1
145, 6
233, 4
455, 10
545, 0
701, 4
929, 1
1345, 7
1633, 8
1866, 3
2069, 7
2196, 0
2397, 5
2567, 7
2796, 11
3036, 7
3422, 6
3716, 2
4026, 12
4313, 6
4628, 6
4906, 11
5124, 0
5251, 5
5417, 4
5594, 4
6061, 13
6384, 13
6828, 21
6980, 12
7110, 1
7680, 16
7799, 6
8056, 10
8211, 10
8499, 7
8733, 7
9018, 5
9186, 1
9386, 3
9518, 5
9914, 5
10177, 2
10424, 12
10608, 3
10943, 2
11345, 8
11801, 10
11956, 0
12336, 10
12538, 5
12806, 5
13051, 14
13130, 5
13221, 8
13291, 5
13503, 6
13749, 11
14010, 10
14191, 2
14366, 8
14582, 1
14751, 8
14926, 2
15057, 4
15288, 4
15611, 16
15703, 5
15897, 9
16196, 17
16332, 8
16464, 1
16792, 20
16920, 3
17092, 5
17185, 3
17346, 7
17586, 17
17785, 11
17982, 1
18134, 2
18275, 2
18455, 1
18575, 3
18736, 7
19008, 16
19120, 2
19364, 3
19655, 8
19826, 7
19922, 3
20056, 2
20208, 2
20423, 4
20643, 4
20857, 6
21080, 1
21457, 1
21677, 6
22054, 29
22373, 18
22739, 17
22843, 6
23036, 14
23463, 16
23627, 2
23894, 6
24044, 10
24234, 16
24415, 3
24602, 8
24899, 16
25058, 6
25241, 6
25500, 10
25688, 8
25773, 4
25996, 9
26193, 6
26495, 5
27046, 17
27164, 3
27494, 6
27684, 2
27977, 4
28337, 6
28685, 12
28845, 4
29081, 11
29190, 2
29426, 13
29731, 16
29940, 3
30260, 10
30376, 2
30957, 9
31318, 16
31699, 19
31935, 6
32223, 8
32371, 8
32573, 7
32874, 23
32965, 3
33355, 10
33690, 6
34286, 25
34456, 7
34617, 5
34851, 5
35119, 4
35243, 6
35402, 4
35618, 2
35720, 1
35815, 1
36176, 2
36243, 4
36824, 0
37004, 6
37106, 2
37508, 1
37675, 2
37803, 4
37850, 3
38115, 9
38168, 2
38218, 2
38570, 30
38700, 5
38889, 8
39055, 7
39205, 3
39284, 3
39361, 1
39554, 2
39837, 9
40090, 3
40268, 9
40341, 2
40753, 18
41114, 15
41243, 7
41627, 18
41766, 6
41888, 4
41979, 3
42071, 3
42214, 5
42428, 9
42593, 12
42771, 9
42972, 8
43251, 6
43398, 3
43489, 4
43627, 7
43771, 9
43853, 2
43910, 3
44079, 3
44207, 4
44281, 2
44375, 3
44733, 12
44802, 1
44908, 2
45153, 8
45542, 11
45766, 4
45992, 8
46209, 3
46351, 3
46525, 13
46580, 2
46688, 4
46821, 3
46950, 5
47169, 14
47291, 1
47554, 6
47766, 4
47970, 10
48089, 5
48209, 1
48286, 2
48433, 1
48497, 1
48596, 1
48808, 6
48907, 2
49035, 10
49129, 3
49178, 2
49309, 5
49600, 8
49676, 5
49747, 3
49986, 1
50099, 1
50257, 9
50439, 5
50573, 2
50731, 4
50881, 4
51042, 7
51116, 2
51274, 5
51399, 2
51516, 7
51636, 4
51746, 1
51855, 1
51992, 4
52115, 9
52260, 8
52345, 1
52380, 3
52423, 1
52539, 9
52682, 7
52933, 13
53093, 1
53236, 2
53489, 5
53589, 1
53760, 7
53928, 15
54189, 0
54279, 3
54435, 2
54603, 2
54775, 2
54940, 1
55215, 1
55410, 4
55548, 5
55768, 12
55880, 3
56016, 3
56076, 2
56170, 2
56315, 9
56410, 3
56482, 1
56542, 3
56657, 5
56738, 4
56896, 1
57012, 5
57213, 8
57246, 1
57452, 3
57638, 6
57780, 11
57837, 2
58086, 9
58271, 2
58374, 3
58525, 2
58817, 3
58875, 1
59044, 2
59466, 23
59538, 5
59708, 3
59809, 4
59886, 4
59968, 3
60075, 3
60200, 5
60409, 5
60467, 4
60517, 3
60763, 8
60894, 5
60951, 1
61044, 2
61087, 2
61225, 11
61353, 1
61467, 3
61562, 4
61726, 3
61903, 4
62093, 5
62196, 2
62252, 1
62306, 1
62570, 4
62696, 1
62849, 1
62932, 1
63099, 3
63232, 2
63369, 1
63527, 11
63580, 2
63696, 9
63798, 5
63864, 2
63894, 3
64062, 8
64132, 3
64199, 3
64338, 3
64401, 1
64503, 2
64659, 5
64876, 10
65026, 3
65115, 3
65215, 1
65362, 4
65533, 6
65721, 10
65900, 4
66103, 15
66186, 3
66282, 4
66396, 10
66478, 7
66609, 6
66791, 6
66911, 6
67021, 4
67127, 4
67424, 10
67660, 5
67752, 1
67833, 1
67892, 4
68008, 9
68081, 2
68203, 4
68310, 6
68446, 2
68533, 6
68683, 5
68764, 4
68908, 6
69174, 8
69217, 2
69305, 2
69516, 3
69721, 2
69843, 5
70037, 4
70140, 2
70200, 2
70352, 5
70500, 3
70608, 5
70788, 9
70878, 4
70954, 7
71176, 2
71255, 3
71350, 2
71434, 3
71684, 4
71802, 6
71919, 5
72061, 3
72152, 2
72277, 3
72395, 8
72465, 3
72562, 3
72700, 5
72776, 1
72885, 5
72970, 4
73070, 6
73244, 4
73341, 3
73472, 3
73601, 5
73647, 1
73839, 5
73951, 2
74190, 8
74318, 6
74390, 2
74494, 4
74570, 2
74628, 3
74773, 0
74816, 3
74880, 1
74983, 4
75020, 1
75108, 0
75233, 8
75275, 0
75312, 1
75339, 2
75449, 12
75549, 7
75596, 0
75636, 4
75831, 10
75960, 2
76080, 0
76178, 5
76204, 1
76409, 3
76495, 3
76536, 1
76694, 7
76763, 4
76911, 9
77007, 0
77057, 3
77103, 2
77144, 0
77167, 2
77267, 1
77413, 0
77499, 4
77596, 3
77688, 1
77897, 0
77962, 4
78045, 2

left_to_right:
218, 7
422, 4
605, 4
706, 2
951, 8
1222, 5
1603, 5
1858, 7
2166, 10
2523, 2
2742, 2
2933, 0
3243, 5
3461, 8
3588, 2
3770, 6
3948, 1
4213, 8
4457, 9
4580, 0
4890, 11
5055, 3
5475, 7
5908, 3
6068, 1
6483, 22
6600, 4
6970, 22
7239, 6
7529, 3
7687, 4
7947, 12
8371, 14
8640, 1
8934, 8
9378, 5
9662, 0
9895, 3
10166, 2
10559, 10
10854, 6
11215, 5
11544, 5
11791, 6
12158, 5
12544, 2
12856, 5
13133, 5
13442, 1
13637, 1
14100, 1
14242, 1
14465, 4
14762, 0
15039, 5
15545, 5
15701, 5
16092, 0
16579, 18
17134, 14
17467, 7
17672, 3
18310, 6
18554, 6
19048, 7
19546, 11
19887, 5
20291, 3
20724, 1
21078, 4
21676, 11
21977, 8
22520, 8
22885, 13
23081, 5
23409, 11
23857, 5
24067, 11
24771, 27
25140, 11
25623, 13
25888, 13
26141, 4
26322, 0
26494, 4
26754, 7
27011, 13
27144, 3
27368, 6
27729, 12
27920, 9
28098, 3
28407, 4
28739, 1
29107, 10
29437, 5
29838, 11
30391, 8
30992, 11
31131, 7
31889, 17
32018, 3
32215, 6
32552, 6
32914, 4
33379, 8
33617, 8
33856, 8
34161, 7
34287, 3
34418, 1
34628, 1
34811, 3
35210, 5
35640, 6
35843, 2
36058, 4
36390, 7
36550, 3
36762, 1
37241, 0
37357, 2
37620, 2
37780, 2
38145, 4
38358, 4
38523, 4
38809, 8
38914, 1
39206, 3
39471, 5
39741, 3
40216, 4
40500, 5
40818, 4
40932, 2
41127, 2
41283, 2
41587, 8
41973, 12
42175, 2
42403, 5
42772, 2
43135, 2
43315, 4
43443, 2
43610, 5
43879, 4
44157, 8
44510, 3
44677, 5
44844, 1
44940, 2
44977, 1
45130, 1
45524, 0
45783, 7
45981, 4
46384, 7
46550, 2
46790, 3
47102, 9
47189, 1
47301, 2
47559, 7
47734, 5
47907, 3
48162, 12
48328, 4
48709, 8
48846, 2
48934, 3
49122, 8
49317, 2
49479, 4
49626, 1
49953, 5
50199, 9
50349, 4
50567, 4
50810, 5
50954, 2
51081, 5
51167, 3
51241, 3
51418, 7
51596, 7
51724, 3
51805, 1
51904, 4
52131, 17
52442, 18
52786, 16
52888, 2
52979, 2
53240, 13
53489, 4
53649, 3
53829, 3
54163, 0
54384, 5
54506, 2
54691, 6
54809, 5
54871, 2
55063, 7
55300, 6
55548, 8
55598, 2
55796, 3
55910, 5
56205, 17
56432, 9
56498, 2
56776, 7
56923, 4
57014, 1
57207, 2
57296, 4
57466, 3
57694, 3
57848, 8
57969, 7
58073, 2
58260, 6
58544, 8
58623, 2
58788, 4
58951, 9
59066, 2
59384, 11
59534, 6
59704, 3
59919, 8
60149, 4
60425, 6
60664, 7
60835, 5
61016, 2
61372, 13
61744, 9
62062, 11
62236, 5
62314, 2
62668, 12
62740, 2
62898, 2
63008, 2
63212, 9
63357, 3
63568, 2
63682, 3
63886, 2
64000, 1
64147, 0
64333, 6
64460, 2
64600, 2
65069, 5
65243, 4
65515, 4
65627, 2
65730, 3
65835, 3
66250, 5
66424, 10
66773, 8
66950, 1
67045, 1
67245, 4
67478, 13
67668, 5
67798, 7
68029, 6
68285, 9
68449, 1
68555, 1
68707, 4
68911, 2
69203, 6
69598, 18
69771, 4
69911, 7
70132, 4
70313, 3
70463, 4
70933, 2
71174, 3
71321, 6
71658, 5
71804, 5
72031, 7
72210, 1
72394, 10
72682, 5
72787, 2
73033, 17
73382, 13
73459, 1
73614, 1
73702, 1
73922, 6
74083, 3
74262, 2
74371, 5
74500, 0
74566, 1
74630, 1
74720, 2
74830, 0
74935, 3
75057, 1
75144, 0
75221, 1
75292, 1
75392, 2
75476, 4
75590, 5
75669, 3
75760, 8
75898, 6
75992, 4
76050, 1
76201, 7
76286, 4
76399, 3
76438, 0
76502, 1
76569, 1
76688, 3
76802, 4
76837, 0
76883, 1
77015, 3
77130, 1
77207, 1
77386, 5
77544, 2
